experiment,category,learner,query_strategy,n_estimators,max_depth,n_learners,n_initial,n_queries,r2
4_1,Single Learner,Random Forest Regressor,GP_regression_std,81,9,1,80,1,0.263321153
4_1,Single Learner,Random Forest Regressor,GP_regression_std,81,10,1,80,1,0.308538201
4_1,Single Learner,Random Forest Regressor,GP_regression_std,81,11,1,80,1,0.208210648
4_1,Single Learner,Random Forest Regressor,GP_regression_std,81,12,1,80,1,0.233257687
4_1,Single Learner,Random Forest Regressor,GP_regression_std,81,13,1,80,1,0.196534731
4_1,Single Learner,Random Forest Regressor,GP_regression_std,81,14,1,80,1,0.162793918
4_1,Single Learner,Random Forest Regressor,GP_regression_std,81,15,1,80,1,0.16593317
4_1,Single Learner,Random Forest Regressor,GP_regression_std,81,16,1,80,1,0.300082794
4_1,Single Learner,Random Forest Regressor,GP_regression_std,81,17,1,80,1,0.250736648
4_1,Single Learner,Random Forest Regressor,GP_regression_std,81,18,1,80,1,0.271717002
4_1,Single Learner,Random Forest Regressor,GP_regression_std,81,19,1,80,1,0.297342833
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,1,1,80,1,0.200306088
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,2,1,80,1,0.243393229
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,3,1,80,1,0.254364744
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,4,1,80,1,0.258022733
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,5,1,80,1,0.238452211
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,6,1,80,1,0.299937168
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,7,1,80,1,0.296515996
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,8,1,80,1,0.208894375
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,9,1,80,1,0.237081776
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,10,1,80,1,0.13515574
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,11,1,80,1,0.288056214
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,12,1,80,1,0.347860359
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,13,1,80,1,0.227520103
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,14,1,80,1,0.179636682
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,15,1,80,1,0.283863991
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,16,1,80,1,0.238086847
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,17,1,80,1,0.178992082
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,18,1,80,1,0.269507678
4_1,Single Learner,Random Forest Regressor,GP_regression_std,86,19,1,80,1,0.109610985
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,1,1,80,1,0.188425739
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,2,1,80,1,0.276882116
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,3,1,80,1,0.244532712
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,4,1,80,1,0.217229735
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,5,1,80,1,0.141706076
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,6,1,80,1,0.286542995
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,7,1,80,1,0.270871979
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,8,1,80,1,0.253864421
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,9,1,80,1,0.144853058
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,10,1,80,1,0.307408709
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,11,1,80,1,0.294074184
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,12,1,80,1,0.288228077
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,13,1,80,1,0.248927798
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,14,1,80,1,0.216630939
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,15,1,80,1,0.289655905
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,16,1,80,1,0.233759986
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,17,1,80,1,0.24123566
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,18,1,80,1,0.289782241
4_1,Single Learner,Random Forest Regressor,GP_regression_std,91,19,1,80,1,0.259885692
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,1,1,80,1,0.033244843
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,2,1,80,1,0.180852373
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,3,1,80,1,0.166516807
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,4,1,80,1,0.265452065
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,5,1,80,1,0.278369173
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,6,1,80,1,0.280546704
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,7,1,80,1,0.290304868
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,8,1,80,1,0.287354833
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,9,1,80,1,0.333503057
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,10,1,80,1,0.204528729
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,11,1,80,1,0.342774475
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,12,1,80,1,0.283089133
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,13,1,80,1,0.253341276
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,14,1,80,1,0.272766814
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,15,1,80,1,0.282754966
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,16,1,80,1,0.329458817
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,17,1,80,1,0.266013208
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,18,1,80,1,0.197449766
4_1,Single Learner,Random Forest Regressor,GP_regression_std,96,19,1,80,1,0.253699212
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,1,1,80,1,0.216843206
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,2,1,80,1,0.282290865
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,3,1,80,1,0.248450481
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,4,1,80,1,0.269765754
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,5,1,80,1,0.173710731
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,6,1,80,1,0.229547305
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,7,1,80,1,0.231713953
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,8,1,80,1,0.306625408
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,9,1,80,1,0.332709381
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,10,1,80,1,0.240785943
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,11,1,80,1,0.142545911
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,12,1,80,1,0.244465424
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,13,1,80,1,0.192143956
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,14,1,80,1,0.268371802
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,15,1,80,1,0.347419854
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,16,1,80,1,0.220656481
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,17,1,80,1,0.291690098
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,18,1,80,1,0.301789501
4_2,Single Learner,Random Forest Regressor,GP_regression_std,100,19,1,80,1,0.302773218
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,1,1,80,1,0.193473659
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,2,1,80,1,0.230381289
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,3,1,80,1,0.252597299
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,4,1,80,1,0.321165791
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,5,1,80,1,0.272812655
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,6,1,80,1,0.302535848
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,7,1,80,1,0.320586306
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,8,1,80,1,0.273158442
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,9,1,80,1,0.299843824
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,10,1,80,1,0.328171271
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,11,1,80,1,0.282484545
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,12,1,80,1,0.219585455
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,13,1,80,1,0.226051231
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,14,1,80,1,0.212113726
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,15,1,80,1,0.31492739
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,16,1,80,1,0.297170304
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,17,1,80,1,0.18112587
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,18,1,80,1,0.352094917
4_2,Single Learner,Random Forest Regressor,GP_regression_std,125,19,1,80,1,0.236290722
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,1,1,80,1,0.149768556
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,2,1,80,1,0.267308914
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,3,1,80,1,0.292611828
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,4,1,80,1,0.259755862
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,5,1,80,1,0.343251822
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,6,1,80,1,0.230309053
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,7,1,80,1,0.200252238
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,8,1,80,1,0.269160885
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,9,1,80,1,0.221699957
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,10,1,80,1,0.191828714
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,11,1,80,1,0.204801197
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,12,1,80,1,0.18565954
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,13,1,80,1,0.285380712
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,14,1,80,1,0.267843443
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,15,1,80,1,0.288431552
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,16,1,80,1,0.219884986
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,17,1,80,1,0.368990127
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,18,1,80,1,0.326815803
4_2,Single Learner,Random Forest Regressor,GP_regression_std,150,19,1,80,1,0.226770619
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,1,1,80,1,0.175106596
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,2,1,80,1,0.239769256
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,3,1,80,1,0.19246612
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,4,1,80,1,0.260153247
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,5,1,80,1,0.277711057
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,6,1,80,1,0.297966101
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,7,1,80,1,0.253313501
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,8,1,80,1,0.297924753
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,9,1,80,1,0.228832577
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,10,1,80,1,0.25279654
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,11,1,80,1,0.296725391
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,12,1,80,1,0.227524268
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,13,1,80,1,0.30529394
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,14,1,80,1,0.324947729
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,15,1,80,1,0.292452438
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,16,1,80,1,0.255626887
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,17,1,80,1,0.332362761
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,18,1,80,1,0.292088366
4_2,Single Learner,Random Forest Regressor,GP_regression_std,175,19,1,80,1,0.271711302
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,1,1,80,1,0.216582022
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,2,1,80,1,0.237338006
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,3,1,80,1,0.188633254
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,4,1,80,1,0.142808035
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,5,1,80,1,0.269933156
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,6,1,80,1,0.276619333
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,7,1,80,1,0.266279427
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,8,1,80,1,0.273965024
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,9,1,80,1,0.326792436
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,10,1,80,1,0.303216739
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,11,1,80,1,0.294491925
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,12,1,80,1,0.277958398
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,13,1,80,1,0.192543927
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,14,1,80,1,0.218870152
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,15,1,80,1,0.251443197
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,16,1,80,1,0.200161865
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,17,1,80,1,0.243778395
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,18,1,80,1,0.264243836
4_2,Single Learner,Random Forest Regressor,GP_regression_std,200,19,1,80,1,0.225196625
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,1,1,80,1,0.137542175
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,2,1,80,1,0.176733466
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,3,1,80,1,0.264442628
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,4,1,80,1,0.192693081
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,5,1,80,1,0.17646424
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,6,1,80,1,0.1267309
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,7,1,80,1,0.312725927
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,8,1,80,1,0.19684169
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,9,1,80,1,0.27455449
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,10,1,80,1,0.054066412
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,11,1,80,1,0.261383207
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,12,1,80,1,0.216637482
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,13,1,80,1,0.227040717
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,14,1,80,1,0.304571361
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,15,1,80,1,0.354613183
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,16,1,80,1,0.285595796
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,17,1,80,1,0.249616781
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,18,1,80,1,0.278856156
4_2,Single Learner,Random Forest Regressor,GP_regression_std,225,19,1,80,1,0.212618091
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,1,1,80,1,0.184473495
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,2,1,80,1,0.212320349
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,3,1,80,1,0.249123725
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,4,1,80,1,0.275937448
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,5,1,80,1,0.28208287
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,6,1,80,1,0.280258458
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,7,1,80,1,0.218626381
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,8,1,80,1,0.31759942
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,9,1,80,1,0.285626005
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,10,1,80,1,0.241935677
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,11,1,80,1,0.341070943
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,12,1,80,1,0.21839773
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,13,1,80,1,0.27861627
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,14,1,80,1,0.168960453
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,15,1,80,1,0.295877257
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,16,1,80,1,0.302747135
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,17,1,80,1,0.341475544
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,18,1,80,1,0.22132913
4_2,Single Learner,Random Forest Regressor,GP_regression_std,250,19,1,80,1,0.316721554
4_2,Single Learner,Random Forest Regressor,GP_regression_std,275,1,1,80,1,0.072187493
4_2,Single Learner,Random Forest Regressor,GP_regression_std,275,2,1,80,1,0.233495011
4_2,Single Learner,Random Forest Regressor,GP_regression_std,275,3,1,80,1,0.283911135
4_2,Single Learner,Random Forest Regressor,GP_regression_std,275,4,1,80,1,0.26184821
4_2,Single Learner,Random Forest Regressor,GP_regression_std,275,5,1,80,1,0.310409791
4_2,Single Learner,Random Forest Regressor,GP_regression_std,275,6,1,80,1,0.276362868
